vid,frame,avg_cvs,C1,C2,C3,is_ds_keyframe,cvs_annotator_1,cvs_annotator_2,cvs_annotator_3,mask_path,label_path
1,30600,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]",0.3333333333333333,0.3333333333333333,0.3333333333333333,True,"[0, 0, 0]","[0, 0, 0]","[1, 1, 1]",,
1,30625,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]",0.3333333333333333,0.3333333333333333,0.3333333333333333,False,,,,,
1,30650,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]",0.3333333333333333,0.3333333333333333,0.3333333333333333,False,,,,,
1,30675,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,30700,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,30725,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
1,30750,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,30775,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,30800,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,30825,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,30850,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1_30850.npy,1_30850.csv
1,30875,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,30900,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,30925,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,30950,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,30975,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
1,31000,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31025,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31050,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31075,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31100,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
1,31125,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31150,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31175,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31200,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31225,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
1,31250,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31275,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31300,"[0.3333333333333333,0.0,0.0]",0.3333333333333333,0.0,0.0,False,,,,,
1,31325,"[0.3333333333333333,0.0,0.0]",0.3333333333333333,0.0,0.0,False,,,,,
1,31350,"[0.3333333333333333,0.0,0.0]",0.3333333333333333,0.0,0.0,True,"[0, 0, 0]","[1, 0, 0]","[0, 0, 0]",,
1,31375,"[0.3333333333333333,0.0,0.0]",0.3333333333333333,0.0,0.0,False,,,,,
1,31400,"[0.3333333333333333,0.0,0.0]",0.3333333333333333,0.0,0.0,False,,,,,
1,31425,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31450,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31475,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
1,31500,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31525,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,31550,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31575,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31600,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,True,"[0, 0, 0]","[1, 0, 0]","[1, 1, 1]",1_31600.npy,1_31600.csv
1,31625,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31650,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31675,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31700,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31725,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,True,"[0, 0, 0]","[1, 0, 0]","[1, 1, 1]",,
1,31750,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31775,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31800,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31825,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31850,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,True,"[0, 0, 0]","[1, 0, 0]","[1, 1, 1]",,
1,31875,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31900,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31925,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31950,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,31975,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,True,"[0, 0, 0]","[1, 0, 0]","[1, 1, 1]",,
1,32000,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,32025,"[0.6666666666666666,0.3333333333333333,0.3333333333333333]",0.6666666666666666,0.3333333333333333,0.3333333333333333,False,,,,,
1,32050,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32075,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32100,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,True,"[0, 1, 0]","[1, 0, 0]","[1, 1, 1]",,
1,32125,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32150,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32175,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32200,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32225,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,True,"[0, 1, 0]","[1, 0, 0]","[1, 1, 1]",,
1,32250,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32275,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32300,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]",0.3333333333333333,0.3333333333333333,0.3333333333333333,False,,,,,
1,32325,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]",0.3333333333333333,0.3333333333333333,0.3333333333333333,False,,,,,
1,32350,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]",0.3333333333333333,0.3333333333333333,0.3333333333333333,True,"[0, 0, 0]","[0, 0, 0]","[1, 1, 1]",1_32350.npy,1_32350.csv
1,32375,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]",0.3333333333333333,0.3333333333333333,0.3333333333333333,False,,,,,
1,32400,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]",0.3333333333333333,0.3333333333333333,0.3333333333333333,False,,,,,
1,32425,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32450,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32475,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,True,"[0, 1, 0]","[1, 0, 0]","[1, 1, 1]",,
1,32500,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32525,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32550,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32575,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32600,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,True,"[0, 1, 0]","[1, 0, 0]","[1, 1, 1]",,
1,32625,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32650,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32675,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32700,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32725,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,True,"[0, 1, 0]","[1, 0, 0]","[1, 1, 1]",,
1,32750,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32775,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32800,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32825,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32850,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,True,"[0, 1, 0]","[1, 0, 0]","[1, 1, 1]",,
1,32875,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32900,"[0.6666666666666666,0.6666666666666666,0.3333333333333333]",0.6666666666666666,0.6666666666666666,0.3333333333333333,False,,,,,
1,32925,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
1,32950,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
1,32975,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,True,"[0, 1, 0]","[0, 0, 0]","[0, 0, 0]",,
1,33000,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
1,33025,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
1,33050,"[0.3333333333333333,0.6666666666666666,0.6666666666666666]",0.3333333333333333,0.6666666666666666,0.6666666666666666,False,,,,,
1,33075,"[0.3333333333333333,0.6666666666666666,0.6666666666666666]",0.3333333333333333,0.6666666666666666,0.6666666666666666,False,,,,,
1,33100,"[0.3333333333333333,0.6666666666666666,0.6666666666666666]",0.3333333333333333,0.6666666666666666,0.6666666666666666,True,"[0, 1, 1]","[0, 0, 0]","[1, 1, 1]",1_33100.npy,1_33100.csv
1,33125,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,33150,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
1,33175,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29075,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29100,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29125,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29150,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29175,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29200,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29225,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29250,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29275,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29300,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29325,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29350,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29375,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29400,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29425,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29450,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29475,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29500,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29525,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29550,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29575,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29600,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29625,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29650,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29675,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
2,29700,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29725,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29750,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29775,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29800,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2_29800.npy,2_29800.csv
2,29825,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29850,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29875,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29900,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29925,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
2,29950,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,29975,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30000,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30025,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30050,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
2,30075,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30100,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30125,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30150,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30175,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
2,30200,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30225,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30250,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30275,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30300,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
2,30325,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30350,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30375,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
2,30400,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
2,30425,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,True,"[0, 0, 0]","[0, 1, 0]","[0, 0, 0]",,
2,30450,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
2,30475,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
2,30500,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
2,30525,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
2,30550,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,True,"[0, 0, 0]","[0, 1, 0]","[0, 0, 0]",2_30550.npy,2_30550.csv
2,30575,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
2,30600,"[0.0,0.3333333333333333,0.0]",0.0,0.3333333333333333,0.0,False,,,,,
2,30625,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30650,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30675,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
2,30700,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30725,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30750,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30775,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30800,"[0.0,0.0,0.0]",0.0,0.0,0.0,True,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,
2,30825,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30850,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,30875,"[0.6666666666666666,0.3333333333333333,0.0]",0.6666666666666666,0.3333333333333333,0.0,False,,,,,
2,30900,"[0.6666666666666666,0.3333333333333333,0.0]",0.6666666666666666,0.3333333333333333,0.0,False,,,,,
2,30925,"[0.6666666666666666,0.3333333333333333,0.0]",0.6666666666666666,0.3333333333333333,0.0,True,"[0, 0, 0]","[1, 1, 0]","[1, 0, 0]",,
2,30950,"[0.6666666666666666,0.3333333333333333,0.0]",0.6666666666666666,0.3333333333333333,0.0,False,,,,,
2,30975,"[0.6666666666666666,0.3333333333333333,0.0]",0.6666666666666666,0.3333333333333333,0.0,False,,,,,
2,31000,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,False,,,,,
2,31025,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,False,,,,,
2,31050,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,True,"[0, 1, 0]","[1, 1, 0]","[1, 1, 1]",,
2,31075,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,False,,,,,
2,31100,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,False,,,,,
2,31125,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,False,,,,,
2,31150,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,False,,,,,
2,31175,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,True,"[0, 1, 0]","[1, 1, 0]","[1, 1, 1]",,
2,31200,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,False,,,,,
2,31225,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,False,,,,,
2,31250,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,False,,,,,
2,31275,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,False,,,,,
2,31300,"[0.6666666666666666,1.0,0.3333333333333333]",0.6666666666666666,1.0,0.3333333333333333,True,"[0, 1, 0]","[1, 1, 0]","[1, 1, 1]",2_31300.npy,2_31300.csv
2,31325,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,31350,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
2,31375,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,12800,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,12825,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,12850,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,12875,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,12900,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,12925,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,12950,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,12975,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,13000,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,13025,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,13050,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
3,13075,"[0.0,0.0,0.0]",0.0,0.0,0.0,False,,,,,
